_job_featured_image,_job_title,_job_featured,_job_filled,_job_urgent,_job_description,_job_category,_job_type,_job_tag,_job_expiry_date,_job_gender,_job_apply_type,_job_apply_url,_job_apply_email,_job_salary_type,_job_salary,_job_max_salary,_job_experience,_job_career_level,_job_qualification,_job_video_url,_job_photos,_job_application_deadline_date,_job_address,_job_location,_job_map_location
,Auxiliar de bodega (heredia),1,0,0,"Objetivo:
Alistar eficientemente los pedidos que se transmiten en el hand held con el fin de realizar los despachos correctos a nuestros clientes.
Tareas:
Alistar los pedidos solicitados.
Realizar el alisto de incidencias generadas por falta de etiquetado o algún otro retraso.
Limpiar y acomodar el pasillo asignado diariamente.
Colaborar con las tomas físicas de inventario.
Realizar otras labores relacionadas al puesto.
Habilidades y competencias:
Buena coordinación motriz
Precisión en el alistamiento
Colaboración
Gestión del tiempo
Trabajo en equipo y bajo presión.
Requisitos:
Noveno año aprobado
1 año de experiencia en puestos similares
Requisitos deseables:
Preferiblemente conocimiento en WMS y handheld, en empresas de consumo masivo.",Consumo masivo,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/auxiliar-de-bodega-heredia/871465,info@elempleocr.com,Mensual,¢ 350 a 450 mil,450,1 año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-22,Heredia,Heredia,
,Analista financiero,1,0,0,"FUNCIONES CLAVES:
- Confeccionar y presentar reportes, informes analíticos y resultados financieros mensuales o según se solicite.
- Calcular y gestionar los indicadores financieros de la Institución.
- Elaborar las proyecciones del flujo de caja y de inversiones sobre la base del análisis de la data financiera.
- Coordinar la elaboración anual del presupuesto operativo de la institución, así como velar por el cumplimiento por parte de los diferentes departamentos.
- Asignar en los sistemas de control y gestión de matrículas los centros de costos, precios, descuentos, becas y cuentas contables de todos los cursos.
- Analizar distintas propuestas de las mejores opciones de inversión de fondos para la institución.
REQUISITOS:
- Licenciatura en Administración de Empresas con énfasis en Banca y Finanzas o Contabilidad
- Experiencia mínima de 3 a 5 años en posiciones similares (deseable en el sector educativo)
- Experiencia comprobable en análisis financiero, análisis de tendencias, elaboración y creación de indicadores financieros claves
- Experiencia en elaboración de presupuestos
- Dominio avanzado de MS Office Excel
- Conocimiento de herramientas para pronóstico y análisis de datos financieros (Power BI, Tableau, etc.)
- Deseable conocimiento del mercado bursátil y bancario
- Deseable conocimiento intermedio del idioma inglés
COMPETENCIAS:
- Liderazgo
- Capacidad de Análisis y Síntesis de la Información
- Orientación a Resultados
- Trabajo en Equipo y Fuertes Relaciones Interpersonales
- Habilidades Comunicativas y de Negociación
- Organización y Planificación
- Gestión efectiva del tiempo
BENEFICIOS:
- Asociación Solidarista
- Médico de Empresa
- Plan MediSmart
- Subsidio de estudio del 100% en nuestros programas de inglés para para colaboradores/familiares
- Teletrabajo 1 día a la semana
- Licencias con goce salarial",Administrativo financiero,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/analista-financiero/870159,info@elempleocr.com,Mensual,"¢ 1 a 1,5 millones","1,5",3 años de experiencia,Profesional,Licenciatura,,,2025-11-22,Montes de Oca,Montes de Oca,
,Mensajero 2 monteverde,1,0,0,"Le invitamos a ser parte de este equipo.  Correos de Costa Rica es una empresa que brinda solidez, estabilidad por una amplia trayectoria, reconocimiento, posibilidades de crecimiento, aprendizaje continuo y un gran ambiente de trabajo.
Somos un empleador inclusivo, por lo que instamos la participación de personas calificadas en nuestras posiciones vacantes.
Clasificar, organizar, verificar y entregar paquetería correspondencia, documentos y demás, de acuerdo con los controles y estándares de calidad de la empresa. CONCURSO PUBLICO N. GRRHH-DRYSP-1058-2025.
Primaria completa, deseable bachiller de secundaria
6 meses de experiencia en puestos como mensajero, cobrador o repartidor
Licencia A3 | Experiencia en Cuadraciclo
Licencia B1
Responsable, puntual, buen servicio al cliente
Trabajo en equipo
Conocer bien la zona y los puntos cardinales
Además de los requisitos anteriores, según avance el proceso se le podrá solicitar:  Completar el Consentimiento Informado, la Oferta de Servicios, Hoja de Delincuencia, Constancias laborales, la aplicación de pruebas psicométricas y la prueba médica.",Comercial,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/mensajero-2-monteverde/871498,info@elempleocr.com,,Salario confidencial,,Menos de un año de experiencia,"Auxiliar, asistencial y otros",Educación Primaria,,,2025-11-22,Puntarenas,Puntarenas,
,Apilador,1,0,0,"Funciones principales del empleo:
Subir a los racks los ingresos diarios.
Bajar y ubicar en los pickings los códigos solicitados por los alistadores y super usuarios.
Reabastecer los códigos solicitados por maquila para su respectivo proceso (Termoformado, etiquetado o transformación).
Mantener en orden las tarimas y acomodo del área.
Abastecer a las diferentes áreas con las tarimas para el acomodo de las órdenes.
Cargar las diferentes órdenes del día en su respectivo contenedor asegurando la carga.
Descargar contenedores Ayudar a la toma física de inventario.
Realizar otras labores relacionadas al puesto.
Requisitos:
Licencia D3
Experiencia de 1 año de apilador.",Consumo masivo,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/apilador/871464,info@elempleocr.com,,Salario confidencial,,Menos de un año de experiencia,"Auxiliar, asistencial y otros",Educación Primaria,,,2025-11-22,Heredia,Heredia,
,Subgerente de mercadeo (publicidad),1,0,0,"Posicionar la marca Claro acorde a los objetivos de participación de mercadeo establecido en el plan de negocio, definiendo estrategias ATL, BTL, digital y alianzas con terceros (patrocinadores) acordes al presupuesto asignado al área.
Requisitos:
Licenciatura en Administración, Mercadeo, Publicidad, Ingeniería Industrial o carreras a fin
Experiencia en:
•	Manejo de campañas de publicidad.
•	Desarrollo en estrategias de mercado
•	Consumo masivo
•	Marketing Digital
•	Presupuestos
Manejo de paquete de Office
Manejo de personal
Licencia de conducir y manejar manual
Habilidades: Trabajo bajo presión, negociación, administración, capacidad analítica, iniciativa",Mercadeo,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/subgerente-de-mercadeo-publicidad/869740,info@elempleocr.com,,Salario confidencial,,3 años de experiencia,Gerente,Licenciatura,,,2025-11-22,San José,San José,
,Ejecutivo de negocios pymes y empresarial-gam,1,0,0,"Objetivo del puesto: Ejecutar actividades relacionadas con la venta y promoción de los productos y servicios financieros y no financieros que ofrece la empresa.
Requisitos: Estudiante de la carrera de administración, banca y finanzas, mercadeo o carrera afín.
Requiere una experiencia de 1 a 2 años en colocación de créditos pymes y empresariales.
Conocimiento e interpretación de estados financieros.
Contar con licencia de conducir B1, requerido el vehículo.",Ventas,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/ejecutivo-de-negocios-pymes-y-empresarialgam/871468,info@elempleocr.com,Mensual,¢ 450 a 550 mil,550,1 año de experiencia,Profesional,Bachillerato universitario,,,2025-11-22,San José,San José,
,Agente de renta – liberia o alajuela costa rica.,1,0,0,"??? ¡Estamos contratando! ???
Posición: Agente de Renta – Liberia o Alajuela Costa Rica.
?? Ubicación: Liberia o Alajuela
?? Responsabilidades:
• Atender y asesorar a clientes en el proceso de renta de vehículos.
• Negociar y cerrar contratos, garantizando un servicio ágil.
• Brindar información sobre productos adicionales y realizar cierres de caja.
• Coordinar con áreas de apoyo para una excelente experiencia al cliente.
?? Requisitos:
• Estudios en Administración de Empresas, Turismo o afín.
• 3 años de experiencia en ventas o atención al cliente.
• Licencia B1 y manejo de MS Office.
• Inglés intermedio alto (B2)
?? Indicá tu localidad preferida (Liberia o Alajuela).",Ventas,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/agente-de-renta-liberia-o-alajuela-costa-rica/871486,info@elempleocr.com,,Salario confidencial,,2 años de experiencia,"Auxiliar, asistencial y otros",Bachillerato universitario,,,2025-11-22,Alajuela,Alajuela,
,Operador de bodega,1,0,0,"Se requiere personal que viva en Alajuela, cercanías Coyol
Tercer año de secundaria o cursando estudios.
Actividades varias, recibo, acomodo, etiquetado, despacho, facturación.
Trabajo en equipo
Responsable
Puntual",Operaciones,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/operador-de-bodega/871477,info@elempleocr.com,,Salario confidencial,,1 año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-22,Bogotá,Bogotá,
,Inspector de calidad,1,0,0,"Objetivo de puesto:
Supervisar que los productos y las instalaciones cumplan con las normas de calidad, inocuidad y seguridad.
Requisitos:
Diplomado en la carrera de Tecnología en Alimentos ó  Inspector de Inocuidad
Disponibilidad
Horarios rotativos",Aseguramiento de calidad,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/inspector-de-calidad/871474,info@elempleocr.com,,Salario confidencial,,1 año de experiencia,"Auxiliar, asistencial y otros",Técnico medio,,,2025-11-22,Heredia,Heredia,
,Jefe de producción,1,0,0,"Objetivo:
Liderar los procesos productivos garantizando eficiencia, calidad y cumplimiento de metas, impulsando la mejora continua y la optimización de recursos.
Requisitos:
Licenciatura en Ingeniería Industrial, Producción o Administración.
+3 años de experiencia en manufactura (deseable en óptica).
Manejo de indicadores, ERP y Excel avanzado.
Conocimiento en ISO 9001, 14001, 45001 y Lean Manufacturing.",Admin:servicios generales,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/jefe-de-produccion/871431,info@elempleocr.com,,Salario confidencial,,3 años de experiencia,Profesional,Bachillerato universitario,,,2025-11-22,Pavas,Pavas,
,Ingeniero senior ti - rol estratega de pruebas,1,0,0,"El Banco de Costa Rica busca candidato(a)s para ocupar una vacante como Ingeniero Senior TI (Rol Estratega de Pruebas).
El propósito del puesto es desarrollar y ejecutar de acuerdo con el rol que le corresponda, las soluciones tecnológicas, mantenimientos, atención de incidentes e integraciones, de los sistemas críticos y de alta complejidad, requeridos por la Fábrica de Software, con el fin de contribuir al logro de la consecución de los objetivos planteados.
Experiencia: Mayor o igual a 2 años de experiencia en puestos profesionales o más de 3 años de experiencia en puestos técnicos.
Profesión: Ciencias de la informática.
Educación: Licenciatura Universitaria, cuando su Ley Orgánica así lo exija // o Bachiller Universitario con Maestría relacionada al área // o Bachiller Universitario y que cuente con al menos una de las siguientes certificaciones: Certificaciones en aseguramiento de la calidad del desarrollo.",Financiera,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/ingeniero-senior-ti-rol-estratega-de-pruebas/869837,info@elempleocr.com,Mensual,"¢ 1 a 1,5 millones","1,5",2 años de experiencia,Profesional,Bachillerato universitario,,,2025-11-22,San José,San José,
,Supervisor f2f - san carlos,1,0,0,"Objetivo: Cumplir el presupuesto comercial de la organización, dirigiendo los distintos equipos de ventas, distribuidos en los diferentes sponsor a su cargo.
Responsabilidades
Realizar visitas estratégicas a los diferentes puntos de venta de los sponsors.
Desarrollar estrategias y planes de acción dirigidas al cumplimiento de los objetivos.
Analizar las tendencias en la colocación de los sponsors y campañas asignadas, para la realización de Estrategias comerciales.
Capacitar y dar seguimiento a los ejecutivos de los canales y sponsor asignados.
Requisito
Estudios Avanzados en Ingeniería Industrial, Administración o Carrera afín.
Experiencia en Ventas F2F
Deseable experiencia en Supervisión y visita a puntos de venta.
Poseer vehículo y licencia vigente",Serv.cliente,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/supervisor-f2f-san-carlos/860381,info@elempleocr.com,,Salario confidencial,,2 años de experiencia,Profesional,Bachillerato universitario,,,2025-11-22,Bogotá,Bogotá,
,Asesor de venta técnica codificado y marcado,1,0,0,"Bachillerato en Educación Media( Indispensable).
Técnico Medio en Electrónica, Mecánica, Informática (Indispensable).
Bachillerato Universitario (o en proceso): Electrónica, Mecánica, Mecatrónica, o carrera a fin (Indispensable).
Experiencia en ventas B2B mínima de 1 año (Indispensable).
Experiencia en venta de equipo industrial (Deseable).
Experiencia en prospección.
Capacidad analítica de integración y planteamiento de soluciones.
Dominio del idioma Inglés a un 50%.
Orientación al trabajo en equipo y servicio al cliente.
Persona organizada, responsable, capacidad de escucha, empatía y comunicación.
Disponibilidad inmediata.
Vehículo propio (Deseable).
Incluir en el curriculum referencias laborales anteriores (Indispensable).
Residente de La Unión, Cartago, Curridabat o Zona Este (Deseable).",Ventas,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/asesor-de-venta-tecnica-codificado-y-marcado/871463,info@elempleocr.com,,Salario confidencial,,1 año de experiencia,Profesional,Bachillerato universitario,,,2025-11-22,Cartago,Cartago,
,Ejecutivo de ventas sinpe móvil empresarial (banca personas),1,0,0,"Buscamos un Ejecutivo de Ventas de SINPE Móvil Empresarial apasionado por el crecimiento y la innovación en servicios financieros. Este rol es clave para la afiliación de nuevos clientes al servicio SINPE Móvil Empresarial, fortaleciendo la recaudación y maximizando las comisiones. Como Consultor de Ventas de Servicios Financieros, serás el motor que impulsa el conocimiento y uso de nuestros servicios, asegurando que los clientes comprendan y utilicen todas las ventajas que ofrece el SINPE Empresarial.
Responsabilidades:
Afiliar nuevos clientes al servicio de SINPE Móvil Empresarial considerando recaudación y facturación.
Dar seguimiento a los clientes para cumplir los objetivos de recaudación y comisiones a través del servicio de SINPE Móvil.
Asegurar que los clientes conozcan todos los servicios relacionados con SINPE Empresarial y fomentar el Cross Sell.
Requerimientos:
Indispensable Bachiller en Educación media y estudiante universitario de  Finanzas, Administración, Mercadeo o carrera afín
Experiencia comprobada en ventas de servicios financieros
Excelentes habilidades de comunicación y negociación.
Capacidad para trabajar de manera autónoma y orientada a resultados.
Contar con vehículo propio y licencia al día
Horario: de lunes a viernes de 8:00 am a 5:30 pm
Lugar de trabajo: Edificio Torre Davivienda (diagonal a Multiplaza Escazú contiguo a Plaza Roble, modalidad híbrida (presencial y virtual) de acuerdo a las necesidades comerciales del cargo.",Administrativo financiero,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/ejecutivo-de-ventas-sinpe-movil-empresarial-banca-personas/871475,info@elempleocr.com,Mensual,¢ 750 mil a 1 millón,1,1 año de experiencia,Profesional,Bachillerato universitario,,,2025-11-22,Escazú,Escazú,
,Costumer service account manager,1,0,0,"Experiencia en servicio al cliente a través de call centers.  Esta posición es de un encargado (a) de cuenta de un cliente en Estados Unidos para la industria alimentaria (restaurantes y cafeterías).  Se requiere nivel avanzado de inglés y experiencia como manager de restaurantes y/o cafeterías, con conocimiento de alimentos y de las labores de administrar un restaurante. O encargado de suministros en supermercados.",Call center,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/costumer-service-account-manager/871495,info@elempleocr.com,,Salario confidencial,,1 año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-22,Heredia,Heredia,
,Gestor de inventarios,1,0,0,"Garantizar la correcta administración, control y optimización de los inventarios de la empresa, asegurando la disponibilidad oportuna de materiales, insumos y productos terminados, evitando faltantes, sobrantes o pérdidas, y manteniendo la integridad y exactitud de la información en los sistemas de gestión.
Experiencia:
De 2 a 4 años en control y gestión de inventarios, almacén o logística.
Conocimientos específicos:
Manejo de sistemas ERP o software de inventarios (SAP, Odoo, Oracle, etc.).
Control de inventarios (PEPS, UEPS, ABC, FIFO, etc.).
Excel intermedio o avanzado.
Conocimiento en normativas de almacenamiento y seguridad.
Competencias y habilidades:
Organización y atención al detalle.
Capacidad analítica y numérica.
Comunicación efectiva y trabajo en equipo.
Proactividad y enfoque en resultados.
Integridad y confiabilidad.",Operaciones,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/gestor-de-inventarios/871505,info@elempleocr.com,Mensual,¢ 350 a 450 mil,450,3 años de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-22,Alajuela,Alajuela,
,Ejecutivo de ventas centro de contacto,1,0,0,"EJECUTIVO DE VENTAS CENTRO DE CONTACTO – OFICINAS CENTRALES
Modalidad: Presencial. San Carlos, Ciudad Quesada
Jornada: Diurna / Tiempo Completo
Nombramiento por tiempo indefinido.
Descripción del puesto: Resuelve sus oportunidades de negocio a través de llamada como principal medio de comunicación para lograr un contacto efectivo. El gestor de ventas debe de atender y realizar llamadas con un guion de ventas preparado; se comunica con sus asociados y clientes por teléfono, correo, WhatsApp para ofrecer o brindar un producto o servicio. Debe de contar con un conocimiento detallado del producto que se ofrece y pueden responder a posibles preguntas e información sobre condiciones y opciones de envío.
Funciones principales:
Aumentar las ventas de la Cooperativa mediante agilidad en respuesta de información crediticia por medio de llamada, WhatsApp y correo electrónico.
Elaborar informes semanales de las oportunidades de negocio que se encuentran en estudio de análisis.
Realizar análisis de la gestión diaria o semanal de las bases de datos que se les brinda a través del CX y se mide la efectividad de la gestión.
Realizar proyecciones de la colocación bruta mensual.
Atender y resolver solicitudes a través de Blue (WhatsApp Business).
Apoyar a la coordinación en los proyectos, actividades y otros asuntos relacionados con la gestión de ventas que éste le solicite.
Competencias deseadas:
Conocimiento de los productos que la Cooperativa ofrece
Manejo de herramientas ofimáticas: Excel, Word, Power Point
Servicio al Cliente
Credibilidad
Sinergia
Orientación al Cliente
Requisitos del puesto:
Formación Académica:
Técnico Medio o Carrera Universitaria afín al puesto (equivalente a 1 año del programa universitario).
Experiencia: Un año de experiencia en labores afines al puesto.",Financiera,Tiempo completo,Costa Rica,2025-11-22,,external,https://www.elempleo.com/cr/ofertas-trabajo/ejecutivo-de-ventas-centro-de-contacto/871502,info@elempleocr.com,Mensual,¢ 350 a 450 mil,450,1 año de experiencia,"Auxiliar, asistencial y otros",Técnico universitario,,,2025-11-22,San José,San José,
