_job_featured_image,_job_title,_job_featured,_job_filled,_job_urgent,_job_description,_job_category,_job_type,_job_tag,_job_expiry_date,_job_gender,_job_apply_type,_job_apply_url,_job_apply_email,_job_salary_type,_job_salary,_job_max_salary,_job_experience,_job_career_level,_job_qualification,_job_video_url,_job_photos,_job_application_deadline_date,_job_address,_job_location,_job_map_location
,Chofer b3,1,0,0,"Requisitos:
Licencia A2 y B3 vigente (con todos los puntos)
Bachiller en Educación Media, preferiblemente
Disponibilidad inmediata
Disponibilidad para ingresar a laborar a las 03:00 a.m",Ventas,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/chofer-b3/871405,info@elempleocr.com,Mensual,¢ 650 a 750 mil,750,3 años de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,San José,San José,
,Coordinador (a) de sostenibilidad,1,0,0,"Dar apoyo técnico a los líderes de los proyectos en la implementación de actividades y proyectos relacionados con la estrategia corporativa en temas ambientales, sociales y de gobernanza.",Construcción,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/coordinador-a-de-sostenibilidad/871421,info@elempleocr.com,Mensual,¢ 550 a 650 mil,650,1 año de experiencia,Profesional,Diplomado,,,2025-11-20,Heredia,Heredia,
,Gestor (a) ventas temporal pavas,1,0,0,"CONCURSO PUBLICO N. GRRHH-DRYSP-1039-2025 Le invitamos a ser parte de este equipo. Correos de Costa Rica es una empresa que brinda solidez, estabilidad por una amplia trayectoria, reconocimiento, posibilidades de crecimiento, aprendizaje continuo y un gran ambiente de trabajo. Somos un empleador inclusivo, por lo que instamos la participación de personas calificadas en nuestras posiciones vacantes. Realizar los procesos de ventas comerciales, administrativos y operativos propios de los centros de negocios, encumplimiento de las regulaciones postales internacionales y normativa interna de Correos de Costa Rica. Ejecutar con precisión cada una de las labores asignadas, especialmente las de manejo de valores (tarjetas, dinero, títulos, estampillas y otros), así como de dinero en efectivo (el que le es asignado, los ingresos diarios y la facturación). ? Custodiar y utilizar de forma adecuada el fondo de efectivo de trabajo. ? Dar cumplimiento a las políticas de seguridad de la Empresa sobre la utilización de las claves asignada.
Requisitos: Bachillerato en Educación Media. Se requiere de 6 meses a 1 año de experiencia, demostrable en puestos de interacción con clientes, servicio al cliente y venta de servicios, así como en el manejo de fondos de dinero.
Completar el Consentimiento Informado, la Oferta de Servicios, Hoja de Delincuencia, Constancias laborales, la aplicación de pruebas psicométricas y la prueba médica.",Serv.cliente,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/gestor-a-ventas-temporal-pavas/871375,info@elempleocr.com,,Salario confidencial,,Menos de un año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,San José,San José,
,Chofer lavador,1,0,0,"Responsabilidades:
Lavar, alistar y trasladar los vehículos, con el propósito de mantenerlos en óptimas condiciones para la respectiva renta de vehículos.
Realizar labores de limpieza, lavado, aspirado, secado, detallado y conducción de vehículos, con el fin s cumplir con los estándares de renta de vehículos.
Manejar el microbús, que transporta clientes del aeropuerto a la sucursal principal, con el fin de trasladar a los clientes que requieran renta de vehículos.
Realizar lista de verificación a los vehículos, así como el llenado de combustible en los mismos.
Alistar vehículos nuevos y semi nuevos, con el fin de ingresarlos al inventario para renta.
Entre otras funciones afines al rol.
Requisitos:
Primaria completa
1 a 3 años de experiencia en conducción de vehículos.
Conocimiento en el proceso de lavado y detallado de vehículos, así como llenado de combustible.
Licencia B1
Excelentes habilidades de servicio al cliente",Operaciones,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/chofer-lavador/871437,info@elempleocr.com,Mensual,¢ 350 a 450 mil,450,1 año de experiencia,"Auxiliar, asistencial y otros",Educación Primaria,,,2025-11-20,Alajuela,Alajuela,
,Analista ii de administración y finanzas - presencial 100% en pavas - san josé,1,0,0,"El Analista II de Administración y Finanzas será responsable de ejecutar actividades administrativas, contables, financieras y tributarias, asegurando la correcta operación y control de los procesos del área, contribuyendo así al cumplimiento de los objetivos estratégicos de la empresa.
Principales responsabilidades
-Registrar, analizar y ejecutar operaciones administrativas y contables de la empresa.
-Controlar y mantener actualizadas las cuentas por cobrar y por pagar en el sistema ERP.
-Gestionar conciliaciones bancarias, caja chica y documentación contable.
-Preparar reportes financieros y apoyar en procesos de auditoría interna y externa.
-Asegurar el cumplimiento de las obligaciones tributarias y normativas locales.
-Participar activamente en la implementación y mantenimiento del Sistema de Gestión de la Calidad (ISO 9001).
Requisitos del puesto:
-Formación académica: Licenciatura en Administración de Empresas, Contaduría, Economía o carreras afines.
-Experiencia: Mínimo 2 años de experiencia en labores contables, financieras o administrativas.
Conocimientos técnicos:
-Manejo de Excel avanzado y herramientas de Microsoft Office.
-Experiencia en sistemas ERP (Softland o SAP preferible).
-Conocimiento en procesos contables y tributarios.
-Nivel intermedio de inglés (lectura y comprensión de documentos).
Competencias requeridas:
-Atención al detalle y pensamiento analítico.
-Responsabilidad y ética profesional.
-Trabajo en equipo y comunicación efectiva.
-Orientación a resultados y mejora continua.
Condiciones laborales:
-Ubicación: Pavas – San José, Costa Rica.
-Modalidad: 100% presencial.
-Horario: Lunes a viernes de 7:00 a.m. a 4:30 p.m.
-Beneficio adicional: Plan médico Medismart para el colaborador.",Administrativo financiero,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/analista-ii-de-administracion-y-finanzas-presencial-100-en-pavas-san-jose/871432,info@elempleocr.com,Mensual,¢ 750 mil a 1 millón,1,2 años de experiencia,Profesional,Licenciatura,,,2025-11-20,San José,San José,
,Conviertete en agente de seguros personales independiente (unidad garcia),1,0,0,"La carrera de agente de seguros es una de las más lucrativas globalmente. Consiste en crear una cartera de clientes de pólizas de Gastos Médicos, Vida Capitalizable o Accidentes Personales. La generación de ingresos es exponencial, un agente recibe comisiones de intermediación por cada pago mensual que el asegurado realice, sin límite de tiempo ni de cantidad. Así, si un cliente paga una póliza durante 10 años, el agente recibirá comisiones durante todo ese periodo. Las comisiones pueden variar entre el 2% y el 75% de la prima mensual, según el tipo de seguro.
Un agente podría esperar los siguientes ingresos:
Mes 12: $3,800 mensuales
Mes 18: $4,500 mensuales
Mes 24: $6,000 mensuales o más, sin límite.
En Costa Rica la oportunidad sigue creciendo debido a la baja penetración en seguros personales y la creciente demanda por seguros de salud y vida capitalizable, impulsada por la crisis del sistema de pensiones y los efectos de la pandemia.
Pan-American Life es la aseguradora líder en las Américas con más de 110 años de trayectoria.
Descripción:
El candidato ideal debe ser emprendedor y construir una cartera de seguros como agente independiente. Se requiere un perfil comercial, enfoque en resultados y capacidad de autogestión, dedicarse full time.
Responsabilidades
Prospección de al menos 10 nuevos clientes semanalmente.
Realizar 15 reuniones efectivas a la semana.
Asistir a reuniones de oficina y capacitaciones.
Brindar servicio post-venta y seguimiento de pólizas.
El contrato es por servicios profesionales.
Remuneración por comisiones y bonos adicionales.
Se le otorgará una licencia de la SUGESE.
Estar registrado ante Hacienda y proveer su seguro social.
Requisitos
Bachillerato (mínimo).
Estudios universitarios (deseable).
Conocimiento de Excel y manejo de herramientas tecnológicas.
Vehículo propio y computadora portátil.
Experiencia comercial y presentación ejecutiva.
Cartera inicial de 150 clientes potenciales.",Seguros,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/conviertete-en-agente-de-seguros-personales-independiente-unidad-garcia/863685,info@elempleocr.com,Mensual,"¢ 1,5 a 2 millones",2,Sin experiencia,Profesional,Bachillerato edu. diversificada,,,2025-11-20,San José,San José,
,Chofer de distribución gam,1,0,0,"Le invitamos a ser parte de este equipo.  Correos de Costa Rica es una empresa que brinda solidez, estabilidad por una amplia trayectoria, reconocimiento, posibilidades de crecimiento, aprendizaje continuo y un gran ambiente de trabajo.
Somos un empleador inclusivo, por lo que instamos la participación de personas calificadas en nuestras posiciones vacantes.
Realizar el traslado y entrega de la carga con oportunidad y exactitud y el resguardo de la mercancía durante el transporte. CONCURSO PUBLICO N. GRRHH-DRYSP-1051-2025.
Primaria Completa, deseable bachiller en Educación Media
Mínimo 6 meses de experiencia en puestos como chofer o experiencia en puestos relacionados con el trasiego de bienes y recursos.
Licencia B-3 al día.
Responsable, comprometido, excelente servicio al cliente.
Rutas GAM y fuera del GAM, conocer bien las zonas y los puntos cardinales.
Horario Mixto
Además de los requisitos anteriores, según avance el proceso se le podrá solicitar:  Completar el Consentimiento Informado, la Oferta de Servicios, Hoja de Delincuencia, Constancias laborales, la aplicación de pruebas psicométricas y la prueba médica.",Logística / Distribución,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/chofer-de-distribucion-gam/871429,info@elempleocr.com,,Salario confidencial,,Menos de un año de experiencia,"Auxiliar, asistencial y otros",Educación Primaria,,,2025-11-20,San José,San José,
,Contador jr,1,0,0,"Objetivo:
Participar en los procesos de Contabilidad Completos, cumplir con otras funciones relacionadas y apoyar al resto de equipos funcionales de las compañías.
Funciones:
1-  Revisión de reporte comparativo de ventas
2-  Resumen de cobro del consumo en soda
3- Revisión de roll de servicios profesionales y su respectiva facturación
4- Revisión y control de las tarjetas de regalo según su marca
5-  Contra cargos y devoluciones a clientes en general
6- Reporteria
Técnico medio o Diplomado en Contabilidad, preferiblemente estudiante avanzado o egresado de Contaduría Pública o Administración Financiera.
Mínimo 2 años de experiencia en labores contables o administrativas relacionadas.
Dominio de Excel intermedio o avanzado.",Contabilidad,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/contador-jr/871417,info@elempleocr.com,Mensual,¢ 450 a 550 mil,550,2 años de experiencia,Profesional,Bachillerato universitario,,,2025-11-20,San José,San José,
,Tecnico (a) de mantenimieto,1,0,0,"Realizar labores de mantenimiento correctivo y preventivo de la infraestructura, equipos e instalaciones del Centro Comercial, cumpliendo con los cronogramas y normas de seguridad y calidad.",Operaciones,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/tecnico-a-de-mantenimieto/871422,info@elempleocr.com,Mensual,¢ 450 a 550 mil,550,1 año de experiencia,"Auxiliar, asistencial y otros",Técnico medio,,,2025-11-20,San José,San José,
,Jefe de tesorería,1,0,0,"Objetivo del puesto: Encargado de administrar las actividades de los procesos relacionados con el Área de Tesorería.
Requisitos:
Requiere una experiencia de 3 años a 5 años en gestión financiera y riesgos.
Licenciatura en Administración de Negocios con énfasis en Finanzas, Contaduría, Economía.
Conocimiento práctico de técnicas para la identificación, medición y gestión de los riesgos crediticios, de tasa de interés, liquidez y de mercado, así como demostrada capacidad para el diseño de modelos financieros.
Conocimiento y capacidad de aplicación de la normativa vigente de SUGEF.
Conocimiento avanzado de inglés, y terminología financiera, bursátil, fuerte conocimiento en análisis de datos y gestión de riesgos.
Experiencia en el análisis y valoración de inversiones financieras.
Incorporado al colegio profesional respectivo.",Administrativo financiero,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/jefe-de-tesoreria/871394,info@elempleocr.com,Mensual,"¢ 1,5 a 2 millones",2,3 años de experiencia,Profesional,Licenciatura,,,2025-11-20,San José,San José,
,Asesora de ventas (temporada),1,0,0,"Responsabilidades:
1.	Atiende al cliente final y/o consultoras, de acuerdo a Protocolo de Ventas y Servicio, aplicando los No negociables y el conocimiento de producto CVBRs.
2.	Apoya estrategias de campaña, ofreciendo productos, ofertas, descuentos y ganchos generando valor a la transacción
3.	Realizar notas credito, si se encuentra en el counter de devoluciones
4.	Realizar facturas si se encuentra prestando apoyo como cajero
5.	Realizar cuadres de caja al finalizar el día, presentando cuadres con base a la información de transacciones, medios de pago, si realizó la actividad de cajero
6.	Apoyar los cambios de exhibición y layouts de acuerdo a instrucciones y Carpeta de la Excelencia
7.	Mantener su uniforme y presentación de acuerdo a los instructivos de porte de uniforme
8.	Mantener el inventario y la exhibición del punto de venta de acuerdo a la necesidad comercial.
9.	Asistir a todas las capacitaciones y cursos que el área requiera.
10.	Conoce misión, visión, filosofía y código ética de la compañía.
Requisitos:
•	Bachiller en educación media.
•	Experiencia mínima de 6 meses en ventas en general.",Aseguramiento de calidad,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/asesora-de-ventas-temporada/870870,info@elempleocr.com,Mensual,¢ 350 a 450 mil,450,Menos de un año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,Escazú,Escazú,
,Agente de seguros personales independiente,1,0,0,"La carrera de agente de seguros es una de las más lucrativas globalmente. Consiste en crear una cartera de clientes de pólizas de Gastos Médicos, Vida Capitalizable o Accidentes Personales. La generación de ingresos es exponencial, un agente recibe comisiones de intermediación por cada pago mensual que el asegurado realice, sin límite de tiempo ni de cantidad. Así, si un cliente paga una póliza durante 10 años, el agente recibirá comisiones durante todo ese periodo. Las comisiones pueden variar entre el 2% y el 75% de la prima mensual, según el tipo de seguro.
Un agente podría esperar los siguientes ingresos:
Mes 12: $3,800 mensuales
Mes 18: $4,500 mensuales
Mes 24: $6,000 mensuales o más, sin límite.
En Costa Rica la oportunidad sigue creciendo debido a la baja penetración en seguros personales y la creciente demanda por seguros de salud y vida capitalizable, impulsada por la crisis del sistema de pensiones y los efectos de la pandemia.
Pan-American Life es la aseguradora líder en las Américas con más de 110 años de trayectoria.
Descripción:
El candidato ideal debe ser emprendedor y construir una cartera de seguros como agente independiente. Se requiere un perfil comercial, enfoque en resultados y capacidad de autogestión, dedicarse full time.
Responsabilidades
Prospección de al menos 10 nuevos clientes semanalmente.
Realizar 15 reuniones efectivas a la semana.
Asistir a reuniones de oficina y capacitaciones.
Brindar servicio post-venta y seguimiento de pólizas.
El contrato es por servicios profesionales.
Remuneración por comisiones y bonos adicionales.
Se le otorgará una licencia de la SUGESE.
Estar registrado ante Hacienda y proveer su seguro social.
Requisitos
Bachillerato (mínimo).
Estudios universitarios (deseable).
Conocimiento de Excel y manejo de herramientas tecnológicas.
Vehículo propio y computadora portátil.
Experiencia comercial y presentación ejecutiva.
Cartera inicial de 150 clientes potenciales.",Seguros,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/agente-de-seguros-personales-independiente/863792,info@elempleocr.com,Mensual,"¢ 1 a 1,5 millones","1,5",Sin experiencia,Profesional,Bachillerato edu. diversificada,,,2025-11-20,San José,San José,
,Mensajeros (as) licencia tipo a / heredia,1,0,0,"Actualmente estamos en búsqueda de mensajeros (as) para Heredia:
Requisitos:
• Noveno año aprobado
• Experiencia previa en servicio al cliente/ mensajero
• Conocimiento de nomenclatura del GAM
• Licencia al día tipo A
• Moto propia
• Excelente presentación personal
• Disponibilidad para trabajar en horarios rotativos
•  Vivir en Alajuela o alrededores
• Disponibilidad inmediata
Beneficios:
• Salario base
• Pago de la Gasolina
• Pago del mantenimiento
• Convenios comerciales",Salud: médicos,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/mensajeros-as-licencia-tipo-a---heredia/871427,info@elempleocr.com,Mensual,¢ 350 a 450 mil,450,1 año de experiencia,"Auxiliar, asistencial y otros",Educación Primaria,,,2025-11-20,Pavas,Pavas,
,Asesor(a) veterinario rotativo,1,0,0,"Asegurar un servicio de calidad en el mostrador. Logrando que el cliente se vaya satisfecho con el servicio que se le brinda.
Requisitos
•	Noveno Aprobado
•	1 año mínimo de experiencia como dependiente, asesor de Veterinarias
•       Conocimiento en productos veterinarios.
Disponibilidad de horarios rotativos, con su respectivo libre semanal.",Ventas,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/asesora-veterinario-rotativo/871360,info@elempleocr.com,,Salario confidencial,,1 año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,San José,San José,
,Asistente datos maestros temporal,1,0,0,"Brindar soporte en la creación, mantenimiento, análisis y validación de los Datos Maestros en los sistemas empresariales, de acuerdo con los lineamientos internos de calidad de datos, para asegurar su precisión, consistencia, trazabilidad y actualización, garantizando así el soporte eficiente a las operaciones de compras, logística, finanzas, ventas y demás áreas de la Compañía.
Requisitos:
Bachillerato en Educación Media.
Mínimo 1 año de experiencia en posiciones relacionadas a: datos, códigos, materiales, productos, procesos compras, proveeduría, logística, importación.
•	Microsoft Office intermedio.
•	Excel Avanzado (fórmulas, funciones, tablas dinámicas, segmentación de datos.)
•	SAP, relacionados con datos maestros.
•	Power BI.
•	Herramientas de análisis de datos.",Compras,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/asistente-datos-maestros-temporal/871411,info@elempleocr.com,,Salario confidencial,,1 año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,Alajuelita,Alajuelita,
,Asistente contable,1,0,0,"Objetivo:
Participar en los procesos de Contabilidad Completos, cumplir con otras funciones relacionadas y apoyar al resto de equipos funcionales de las compañías.
Funciones:
1-  Revisión de reporte comparativo de ventas
2-  Resumen de cobro del consumo en soda
3- Revisión de roll de servicios profesionales y su respectiva facturación
4- Revisión y control de las tarjetas de regalo según su marca
5-  Contra cargos y devoluciones a clientes en general
6- Reporteria
Requisitos:
Técnico medio o Diplomado en Contabilidad, preferiblemente estudiante avanzado o egresado de Contaduría Pública o Administración Financiera.
Mínimo 2 años de experiencia en labores contables o administrativas relacionadas.
Dominio de Excel intermedio o avanzado.",Contabilidad,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/asistente-contable/871418,info@elempleocr.com,Mensual,¢ 450 a 550 mil,550,2 años de experiencia,Profesional,Bachillerato universitario,,,2025-11-20,San José,San José,
,Ejecutivo (a) de servicio,1,0,0,"Garantizar una gestión eficiente del taller de servicio postventa, asegurando una atención de calidad tanto a clientes como a proveedores, y coordinando de manera oportuna la entrega de consumibles y la prestación de servicios en el área de servicio técnico.",Serv.cliente,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/ejecutivo-a-de-servicio/871414,info@elempleocr.com,,Salario confidencial,,1 año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,Pavas,Pavas,
